Playback mode: Real-time x5
Flight log started
[Error] AltitudeNegative at t = 179162 ms
t = 179526 ms, altitude = -2.06, az = -0.01, temperature = 17.64, battery = 12.2402, state = Landed
[Error] AltitudeNegative at t = 179526 ms
t = 179895 ms, altitude = -2.09, az = -0, temperature = 17.65, battery = 12.24, state = Landed
[Error] AltitudeNegative at t = 179895 ms
t = 180259 ms, altitude = -2.12, az = -0.02, temperature = 17.66, battery = 12.2399, state = Landed
[Error] AltitudeNegative at t = 180259 ms
t = 180624 ms, altitude = -2.13, az = -0.02, temperature = 17.66, battery = 12.2398, state = Landed
[Error] AltitudeNegative at t = 180624 ms
t = 180989 ms, altitude = -2.13, az = 0.03, temperature = 17.66, battery = 12.2397, state = Landed
[Error] AltitudeNegative at t = 180989 ms
t = 181355 ms, altitude = -2.13, az = 0.03, temperature = 17.67, battery = 12.2395, state = Landed
[Error] AltitudeNegative at t = 181355 ms
t = 181723 ms, altitude = -2.12, az = -0.01, temperature = 17.66, battery = 12.2394, state = Landed
[Error] AltitudeNegative at t = 181723 ms
t = 182088 ms, altitude = -2.12, az = -0, temperature = 17.66, battery = 12.2393, state = Landed
[Error] AltitudeNegative at t = 182088 ms
t = 182453 ms, altitude = -2.11, az = -0.03, temperature = 17.66, battery = 12.2392, state = Landed
[Error] AltitudeNegative at t = 182453 ms
t = 182818 ms, altitude = -2.09, az = 0.02, temperature = 17.66, battery = 12.2391, state = Landed
[Error] AltitudeNegative at t = 182818 ms
t = 183183 ms, altitude = -2.12, az = -0.01, temperature = 17.66, battery = 12.2389, state = Landed
[Error] AltitudeNegative at t = 183183 ms
t = 183550 ms, altitude = -2.11, az = 0.03, temperature = 17.66, battery = 12.2388, state = Landed
[Error] AltitudeNegative at t = 183550 ms
t = 183915 ms, altitude = -2.1, az = 0.01, temperature = 17.66, battery = 12.2387, state = Landed
[Error] AltitudeNegative at t = 183915 ms
t = 184280 ms, altitude = -2.12, az = -0.02, temperature = 17.66, battery = 12.2386, state = Landed
[Error] AltitudeNegative at t = 184280 ms
t = 184644 ms, altitude = -2.09, az = -0.01, temperature = 17.66, battery = 12.2385, state = Landed
[Error] AltitudeNegative at t = 184644 ms
t = 185009 ms, altitude = -2.08, az = -0.01, temperature = 17.66, battery = 12.2383, state = Landed
[Error] AltitudeNegative at t = 185009 ms
t = 185373 ms, altitude = -2.08, az = 0.01, temperature = 17.66, battery = 12.2382, state = Landed
[Error] AltitudeNegative at t = 185373 ms
t = 185741 ms, altitude = -2.05, az = 0.03, temperature = 17.67, battery = 12.2381, state = Landed
[Error] AltitudeNegative at t = 185741 ms
t = 186106 ms, altitude = -2.06, az = 0.02, temperature = 17.66, battery = 12.238, state = Landed
[Error] AltitudeNegative at t = 186106 ms
t = 186470 ms, altitude = -2.08, az = -0.01, temperature = 17.67, battery = 12.2378, state = Landed
[Error] AltitudeNegative at t = 186470 ms
t = 186835 ms, altitude = -2.05, az = -0.02, temperature = 17.68, battery = 12.2377, state = Landed
[Error] AltitudeNegative at t = 186835 ms
t = 187200 ms, altitude = -2.06, az = -0.02, temperature = 17.67, battery = 12.2376, state = Landed
[Error] AltitudeNegative at t = 187200 ms
t = 187578 ms, altitude = -2.04, az = 0.02, temperature = 17.68, battery = 12.2375, state = Landed
[Error] AltitudeNegative at t = 187578 ms
t = 187942 ms, altitude = -2.04, az = -0, temperature = 17.68, battery = 12.2374, state = Landed
[Error] AltitudeNegative at t = 187942 ms
t = 188307 ms, altitude = -2.04, az = -0, temperature = 17.68, battery = 12.2372, state = Landed
[Error] AltitudeNegative at t = 188307 ms
t = 188673 ms, altitude = -2.03, az = -0.01, temperature = 17.68, battery = 12.2371, state = Landed
[Error] AltitudeNegative at t = 188673 ms
t = 189037 ms, altitude = -2.04, az = 0, temperature = 17.68, battery = 12.237, state = Landed
[Error] AltitudeNegative at t = 189037 ms
t = 189405 ms, altitude = -2.05, az = -0.01, temperature = 17.68, battery = 12.2369, state = Landed
[Error] AltitudeNegative at t = 189405 ms
t = 189770 ms, altitude = -2.07, az = -0, temperature = 17.69, battery = 12.2367, state = Landed
[Error] AltitudeNegative at t = 189770 ms
t = 190135 ms, altitude = -2.03, az = 0.03, temperature = 17.7, battery = 12.2366, state = Landed
[Error] AltitudeNegative at t = 190135 ms
t = 190498 ms, altitude = -2.01, az = -0.01, temperature = 17.7, battery = 12.2365, state = Landed
[Error] AltitudeNegative at t = 190498 ms
t = 190864 ms, altitude = -1.99, az = 0.03, temperature = 17.71, battery = 12.2364, state = Landed
[Error] AltitudeNegative at t = 190864 ms
t = 191228 ms, altitude = -1.98, az = 0.02, temperature = 17.71, battery = 12.2363, state = Landed
[Error] AltitudeNegative at t = 191228 ms
t = 191597 ms, altitude = -1.96, az = 0.03, temperature = 17.71, battery = 12.2361, state = Landed
[Error] AltitudeNegative at t = 191597 ms
t = 191961 ms, altitude = -1.97, az = -0.01, temperature = 17.71, battery = 12.236, state = Landed
[Error] AltitudeNegative at t = 191961 ms
t = 192325 ms, altitude = -1.97, az = 0.03, temperature = 17.71, battery = 12.2359, state = Landed
[Error] AltitudeNegative at t = 192325 ms
t = 192690 ms, altitude = -1.98, az = 0.03, temperature = 17.7, battery = 12.2358, state = Landed
[Error] AltitudeNegative at t = 192690 ms
t = 193054 ms, altitude = -1.96, az = 0.02, temperature = 17.69, battery = 12.2356, state = Landed
[Error] AltitudeNegative at t = 193054 ms
t = 193422 ms, altitude = -1.98, az = -0.01, temperature = 17.68, battery = 12.2355, state = Landed
[Error] AltitudeNegative at t = 193422 ms
t = 193786 ms, altitude = -1.97, az = -0.02, temperature = 17.7, battery = 12.2354, state = Landed
[Error] AltitudeNegative at t = 193786 ms
t = 194151 ms, altitude = -1.94, az = -0.01, temperature = 17.7, battery = 12.2353, state = Landed
[Error] AltitudeNegative at t = 194151 ms
t = 194514 ms, altitude = -1.94, az = 0.03, temperature = 17.7, battery = 12.2352, state = Landed
[Error] AltitudeNegative at t = 194514 ms
t = 194880 ms, altitude = -1.97, az = 0.03, temperature = 17.7, battery = 12.235, state = Landed
[Error] AltitudeNegative at t = 194880 ms
t = 195249 ms, altitude = -1.98, az = 0.04, temperature = 17.7, battery = 12.2349, state = Landed
[Error] AltitudeNegative at t = 195249 ms
t = 195613 ms, altitude = -1.96, az = 0.03, temperature = 17.7, battery = 12.2348, state = Landed
[Error] AltitudeNegative at t = 195613 ms
t = 195978 ms, altitude = -1.92, az = 0.02, temperature = 17.7, battery = 12.2347, state = Landed
[Error] AltitudeNegative at t = 195978 ms
t = 196342 ms, altitude = -1.91, az = 0, temperature = 17.7, battery = 12.2346, state = Landed
[Error] AltitudeNegative at t = 196342 ms
t = 196707 ms, altitude = -1.92, az = -0, temperature = 17.71, battery = 12.2344, state = Landed
[Error] AltitudeNegative at t = 196707 ms
t = 197074 ms, altitude = -1.92, az = -0.02, temperature = 17.71, battery = 12.2343, state = Landed
[Error] AltitudeNegative at t = 197074 ms
t = 197442 ms, altitude = -1.9, az = -0.01, temperature = 17.71, battery = 12.2342, state = Landed
[Error] AltitudeNegative at t = 197442 ms
t = 197807 ms, altitude = -1.89, az = 0.01, temperature = 17.71, battery = 12.2341, state = Landed
[Error] AltitudeNegative at t = 197807 ms
t = 198171 ms, altitude = -1.88, az = 0.03, temperature = 17.72, battery = 12.2339, state = Landed
[Error] AltitudeNegative at t = 198171 ms
t = 198536 ms, altitude = -1.9, az = 0.04, temperature = 17.72, battery = 12.2338, state = Landed
[Error] AltitudeNegative at t = 198536 ms
t = 198901 ms, altitude = -1.9, az = 0.04, temperature = 17.72, battery = 12.2337, state = Landed
[Error] AltitudeNegative at t = 198901 ms
t = 199269 ms, altitude = -1.91, az = -0.02, temperature = 17.72, battery = 12.2336, state = Landed
[Error] AltitudeNegative at t = 199269 ms
t = 199632 ms, altitude = -1.94, az = -0, temperature = 17.73, battery = 12.2335, state = Landed
[Error] AltitudeNegative at t = 199632 ms
t = 199997 ms, altitude = -1.94, az = 0.02, temperature = 17.73, battery = 12.2333, state = Landed
[Error] AltitudeNegative at t = 199997 ms
t = 200361 ms, altitude = -1.97, az = 0.02, temperature = 17.73, battery = 12.2332, state = Landed
[Error] AltitudeNegative at t = 200361 ms
t = 200726 ms, altitude = -1.99, az = -0.01, temperature = 17.73, battery = 12.2331, state = Landed
[Error] AltitudeNegative at t = 200726 ms
t = 201094 ms, altitude = -1.98, az = 0.01, temperature = 17.73, battery = 12.233, state = Landed
[Error] AltitudeNegative at t = 201094 ms
t = 201458 ms, altitude = -2, az = 0.04, temperature = 17.74, battery = 12.2328, state = Landed
[Error] AltitudeNegative at t = 201458 ms
t = 201824 ms, altitude = -2, az = -0.02, temperature = 17.74, battery = 12.2327, state = Landed
[Error] AltitudeNegative at t = 201824 ms
t = 202188 ms, altitude = -2, az = -0.02, temperature = 17.74, battery = 12.2326, state = Landed
[Error] AltitudeNegative at t = 202188 ms
t = 202553 ms, altitude = -2.01, az = 0.04, temperature = 17.74, battery = 12.2325, state = Landed
[Error] AltitudeNegative at t = 202553 ms
t = 202935 ms, altitude = -2.02, az = -0.02, temperature = 17.74, battery = 12.2324, state = Landed
[Error] AltitudeNegative at t = 202935 ms
t = 203301 ms, altitude = -2.04, az = -0, temperature = 17.74, battery = 12.2322, state = Landed
[Error] AltitudeNegative at t = 203301 ms
t = 203668 ms, altitude = -2.04, az = 0.03, temperature = 17.74, battery = 12.2321, state = Landed
[Error] AltitudeNegative at t = 203668 ms
t = 204035 ms, altitude = -2.04, az = -0.01, temperature = 17.74, battery = 12.232, state = Landed
[Error] AltitudeNegative at t = 204035 ms
t = 204401 ms, altitude = -2.03, az = 0.02, temperature = 17.74, battery = 12.2319, state = Landed
[Error] AltitudeNegative at t = 204401 ms
t = 204771 ms, altitude = -2.03, az = -0.01, temperature = 17.74, battery = 12.2317, state = Landed
[Error] AltitudeNegative at t = 204771 ms
t = 205137 ms, altitude = -2.02, az = -0.01, temperature = 17.74, battery = 12.2316, state = Landed
[Error] AltitudeNegative at t = 205137 ms
t = 205503 ms, altitude = -2.02, az = -0.01, temperature = 17.74, battery = 12.2315, state = Landed
[Error] AltitudeNegative at t = 205503 ms
t = 205870 ms, altitude = -2.02, az = 0.01, temperature = 17.74, battery = 12.2314, state = Landed
[Error] AltitudeNegative at t = 205870 ms
t = 206238 ms, altitude = -2, az = -0.01, temperature = 17.74, battery = 12.2313, state = Landed
[Error] AltitudeNegative at t = 206238 ms
t = 206604 ms, altitude = -2.01, az = -0.01, temperature = 17.74, battery = 12.2311, state = Landed
[Error] AltitudeNegative at t = 206604 ms
t = 206974 ms, altitude = -1.99, az = 0.02, temperature = 17.74, battery = 12.231, state = Landed
[Error] AltitudeNegative at t = 206974 ms
t = 207341 ms, altitude = -2.01, az = 0.02, temperature = 17.75, battery = 12.2309, state = Landed
[Error] AltitudeNegative at t = 207341 ms
t = 207708 ms, altitude = -2.02, az = -0.01, temperature = 17.75, battery = 12.2308, state = Landed
[Error] AltitudeNegative at t = 207708 ms
t = 208073 ms, altitude = -2.05, az = -0.02, temperature = 17.75, battery = 12.2306, state = Landed
[Error] AltitudeNegative at t = 208073 ms
t = 208440 ms, altitude = -2.01, az = 0.01, temperature = 17.76, battery = 12.2305, state = Landed
[Error] AltitudeNegative at t = 208440 ms
t = 208809 ms, altitude = -2.01, az = -0.01, temperature = 17.77, battery = 12.2304, state = Landed
[Error] AltitudeNegative at t = 208809 ms
t = 209176 ms, altitude = -2.02, az = -0.01, temperature = 17.77, battery = 12.2303, state = Landed
[Error] AltitudeNegative at t = 209176 ms
t = 209542 ms, altitude = -2.02, az = 0, temperature = 17.77, battery = 12.2302, state = Landed
[Error] AltitudeNegative at t = 209542 ms
t = 209909 ms, altitude = -2.01, az = 0.01, temperature = 17.77, battery = 12.23, state = Landed
[Error] AltitudeNegative at t = 209909 ms
t = 210276 ms, altitude = -1.97, az = -0, temperature = 17.77, battery = 12.2299, state = Landed
[Error] AltitudeNegative at t = 210276 ms
t = 210646 ms, altitude = -1.99, az = -0.01, temperature = 17.76, battery = 12.2298, state = Landed
[Error] AltitudeNegative at t = 210646 ms
t = 211012 ms, altitude = -1.98, az = -0, temperature = 17.78, battery = 12.2297, state = Landed
[Error] AltitudeNegative at t = 211012 ms
t = 211379 ms, altitude = -1.99, az = -0, temperature = 17.78, battery = 12.2295, state = Landed
[Error] AltitudeNegative at t = 211379 ms
t = 211744 ms, altitude = -1.97, az = -0, temperature = 17.78, battery = 12.2294, state = Landed
[Error] AltitudeNegative at t = 211744 ms
t = 212112 ms, altitude = -1.98, az = -0.01, temperature = 17.78, battery = 12.2293, state = Landed
[Error] AltitudeNegative at t = 212112 ms
t = 212477 ms, altitude = -1.98, az = 0.03, temperature = 17.77, battery = 12.2292, state = Landed
[Error] AltitudeNegative at t = 212477 ms
t = 212848 ms, altitude = -2, az = 0.01, temperature = 17.78, battery = 12.2291, state = Landed
[Error] AltitudeNegative at t = 212848 ms
t = 213215 ms, altitude = -2.02, az = 0.03, temperature = 17.79, battery = 12.2289, state = Landed
[Error] AltitudeNegative at t = 213215 ms
t = 213581 ms, altitude = -2.03, az = 0.02, temperature = 17.79, battery = 12.2288, state = Landed
[Error] AltitudeNegative at t = 213581 ms
t = 213948 ms, altitude = -2.04, az = 0.03, temperature = 17.79, battery = 12.2287, state = Landed
[Error] AltitudeNegative at t = 213948 ms
t = 214313 ms, altitude = -2.05, az = 0.09, temperature = 17.79, battery = 12.2286, state = Landed
[Error] AltitudeNegative at t = 214313 ms
t = 214684 ms, altitude = -2.04, az = 0.4, temperature = 17.79, battery = 12.2284, state = Landed
[Error] AltitudeNegative at t = 214684 ms
t = 215052 ms, altitude = -2.03, az = 0.35, temperature = 17.8, battery = 12.2283, state = Landed
[Error] AltitudeNegative at t = 215052 ms
t = 215418 ms, altitude = -1.98, az = 0.6, temperature = 17.8, battery = 12.2282, state = Landed
[Error] AltitudeNegative at t = 215418 ms
t = 215786 ms, altitude = -1.98, az = 1.11, temperature = 17.81, battery = 12.2281, state = Landed
[Error] AltitudeNegative at t = 215786 ms
t = 216153 ms, altitude = -1.91, az = 1.01, temperature = 17.8, battery = 12.2279, state = Landed
[Error] AltitudeNegative at t = 216153 ms
t = 216523 ms, altitude = -1.79, az = 0.76, temperature = 17.79, battery = 12.2278, state = Landed
[Error] AltitudeNegative at t = 216523 ms
t = 216889 ms, altitude = -1.65, az = 0.95, temperature = 17.76, battery = 12.2277, state = Landed
[Error] AltitudeNegative at t = 216889 ms
t = 217255 ms, altitude = -1.5, az = 0.79, temperature = 17.75, battery = 12.2276, state = Landed
[Error] AltitudeNegative at t = 217255 ms
t = 217622 ms, altitude = -1.42, az = 1.41, temperature = 17.75, battery = 12.2275, state = Landed
[Error] AltitudeNegative at t = 217622 ms
t = 217989 ms, altitude = -1.37, az = 1.16, temperature = 17.75, battery = 12.2273, state = Landed
[Error] AltitudeNegative at t = 217989 ms
t = 218370 ms, altitude = -1.28, az = 0.62, temperature = 17.76, battery = 12.2272, state = Landed
[Error] AltitudeNegative at t = 218370 ms
t = 218735 ms, altitude = -1.2, az = 1.04, temperature = 17.77, battery = 12.2271, state = Landed
[Error] AltitudeNegative at t = 218735 ms
t = 219101 ms, altitude = -1.16, az = 1.02, temperature = 17.78, battery = 12.227, state = Landed
[Error] AltitudeNegative at t = 219101 ms
t = 219467 ms, altitude = -1.08, az = 1.43, temperature = 17.79, battery = 12.2268, state = Landed
[Error] AltitudeNegative at t = 219467 ms
t = 219834 ms, altitude = -0.95, az = 0.82, temperature = 17.8, battery = 12.2267, state = Landed
[Error] AltitudeNegative at t = 219834 ms
t = 220205 ms, altitude = -0.81, az = 0.86, temperature = 17.8, battery = 12.2266, state = Landed
[Error] AltitudeNegative at t = 220205 ms
t = 220571 ms, altitude = -0.71, az = 0.84, temperature = 17.8, battery = 12.2265, state = Landed
[Error] AltitudeNegative at t = 220571 ms
t = 220938 ms, altitude = -0.67, az = 0.97, temperature = 17.75, battery = 12.2264, state = Landed
[Error] AltitudeNegative at t = 220938 ms
t = 221304 ms, altitude = -0.62, az = 0.91, temperature = 17.71, battery = 12.2262, state = Landed
[Error] AltitudeNegative at t = 221304 ms
t = 221671 ms, altitude = -0.66, az = 0.93, temperature = 17.69, battery = 12.2261, state = Landed
[Error] AltitudeNegative at t = 221671 ms
t = 222041 ms, altitude = -0.69, az = 0.96, temperature = 17.7, battery = 12.226, state = Landed
[Error] AltitudeNegative at t = 222041 ms
t = 222407 ms, altitude = -0.72, az = 1.16, temperature = 17.72, battery = 12.2259, state = Landed
[Error] AltitudeNegative at t = 222407 ms
t = 222774 ms, altitude = -0.75, az = 0.69, temperature = 17.73, battery = 12.2257, state = Landed
[Error] AltitudeNegative at t = 222774 ms
t = 223139 ms, altitude = -0.77, az = 0.75, temperature = 17.73, battery = 12.2256, state = Landed
[Error] AltitudeNegative at t = 223139 ms
t = 223506 ms, altitude = -0.76, az = 0.54, temperature = 17.72, battery = 12.2255, state = Landed
[Error] AltitudeNegative at t = 223506 ms
t = 223875 ms, altitude = -0.74, az = 0.62, temperature = 17.73, battery = 12.2254, state = Landed
[Error] AltitudeNegative at t = 223875 ms
t = 224244 ms, altitude = -0.75, az = 1.15, temperature = 17.75, battery = 12.2253, state = Landed
[Error] AltitudeNegative at t = 224244 ms
t = 224611 ms, altitude = -0.76, az = 0.86, temperature = 17.74, battery = 12.2251, state = Landed
[Error] AltitudeNegative at t = 224611 ms
t = 224977 ms, altitude = -0.78, az = 0.88, temperature = 17.74, battery = 12.225, state = Landed
[Error] AltitudeNegative at t = 224977 ms
t = 225344 ms, altitude = -0.81, az = 1.03, temperature = 17.75, battery = 12.2249, state = Landed
[Error] AltitudeNegative at t = 225344 ms
t = 225711 ms, altitude = -0.85, az = 0.88, temperature = 17.75, battery = 12.2248, state = Landed
[Error] AltitudeNegative at t = 225711 ms
t = 226081 ms, altitude = -0.87, az = 0.55, temperature = 17.75, battery = 12.2246, state = Landed
[Error] AltitudeNegative at t = 226081 ms
t = 226448 ms, altitude = -0.94, az = 1.42, temperature = 17.75, battery = 12.2245, state = Landed
[Error] AltitudeNegative at t = 226448 ms
t = 226814 ms, altitude = -1.05, az = 1.03, temperature = 17.76, battery = 12.2244, state = Landed
[Error] AltitudeNegative at t = 226814 ms
t = 227180 ms, altitude = -1.14, az = 0.98, temperature = 17.77, battery = 12.2243, state = Landed
[Error] AltitudeNegative at t = 227180 ms
t = 227546 ms, altitude = -1.21, az = 0.99, temperature = 17.78, battery = 12.2242, state = Landed
[Error] AltitudeNegative at t = 227546 ms
t = 227915 ms, altitude = -1.26, az = 1.02, temperature = 17.78, battery = 12.224, state = Landed
[Error] AltitudeNegative at t = 227915 ms
t = 228282 ms, altitude = -1.31, az = 0.91, temperature = 17.78, battery = 12.2239, state = Landed
[Error] AltitudeNegative at t = 228282 ms
t = 228648 ms, altitude = -1.36, az = 1.02, temperature = 17.78, battery = 12.2238, state = Landed
[Error] AltitudeNegative at t = 228648 ms
t = 229015 ms, altitude = -1.39, az = 1.07, temperature = 17.78, battery = 12.2237, state = Landed
[Error] AltitudeNegative at t = 229015 ms
t = 229382 ms, altitude = -1.44, az = 1.22, temperature = 17.77, battery = 12.2235, state = Landed
[Error] AltitudeNegative at t = 229382 ms
t = 229752 ms, altitude = -1.48, az = 1.02, temperature = 17.78, battery = 12.2234, state = Landed
[Error] AltitudeNegative at t = 229752 ms
t = 230119 ms, altitude = -1.47, az = 1.02, temperature = 17.78, battery = 12.2233, state = Landed
[Error] AltitudeNegative at t = 230119 ms
t = 230484 ms, altitude = -1.43, az = 0.94, temperature = 17.79, battery = 12.2232, state = Landed
[Error] AltitudeNegative at t = 230484 ms
t = 230851 ms, altitude = -1.42, az = 1, temperature = 17.79, battery = 12.223, state = Landed
[Error] AltitudeNegative at t = 230851 ms
t = 231218 ms, altitude = -1.39, az = 1.03, temperature = 17.8, battery = 12.2229, state = Landed
[Error] AltitudeNegative at t = 231218 ms
t = 231586 ms, altitude = -1.37, az = 0.99, temperature = 17.8, battery = 12.2228, state = Landed
[Error] AltitudeNegative at t = 231586 ms
t = 231953 ms, altitude = -1.35, az = 0.95, temperature = 17.81, battery = 12.2227, state = Landed
[Error] AltitudeNegative at t = 231953 ms
t = 232321 ms, altitude = -1.31, az = 1.12, temperature = 17.8, battery = 12.2226, state = Landed
[Error] AltitudeNegative at t = 232321 ms
t = 232687 ms, altitude = -1.3, az = 0.99, temperature = 17.8, battery = 12.2224, state = Landed
[Error] AltitudeNegative at t = 232687 ms
t = 233054 ms, altitude = -1.3, az = 1.07, temperature = 17.8, battery = 12.2223, state = Landed
[Error] AltitudeNegative at t = 233054 ms
t = 233420 ms, altitude = -1.3, az = 1.03, temperature = 17.8, battery = 12.2222, state = Landed
[Error] AltitudeNegative at t = 233420 ms
t = 233803 ms, altitude = -1.26, az = 1, temperature = 17.81, battery = 12.2221, state = Landed
[Error] AltitudeNegative at t = 233803 ms
t = 234169 ms, altitude = -1.24, az = 1, temperature = 17.81, battery = 12.2219, state = Landed
[Error] AltitudeNegative at t = 234169 ms
t = 234534 ms, altitude = -1.21, az = 1.04, temperature = 17.81, battery = 12.2218, state = Landed
[Error] AltitudeNegative at t = 234534 ms
t = 234901 ms, altitude = -1.17, az = 1.05, temperature = 17.81, battery = 12.2217, state = Landed
[Error] AltitudeNegative at t = 234901 ms
t = 235267 ms, altitude = -1.13, az = 1.02, temperature = 17.82, battery = 12.2216, state = Landed
[Error] AltitudeNegative at t = 235267 ms
t = 235635 ms, altitude = -1.09, az = 0.94, temperature = 17.82, battery = 12.2215, state = Landed
[Error] AltitudeNegative at t = 235635 ms
t = 236001 ms, altitude = -1.06, az = 1.01, temperature = 17.82, battery = 12.2213, state = Landed
[Error] AltitudeNegative at t = 236001 ms
t = 236365 ms, altitude = -1.04, az = 1.01, temperature = 17.83, battery = 12.2212, state = Landed
[Error] AltitudeNegative at t = 236365 ms
t = 236732 ms, altitude = -1.04, az = 1.03, temperature = 17.82, battery = 12.2211, state = Landed
[Error] AltitudeNegative at t = 236732 ms
t = 237097 ms, altitude = -1.06, az = 1.03, temperature = 17.82, battery = 12.221, state = Landed
[Error] AltitudeNegative at t = 237097 ms
t = 237467 ms, altitude = -1.07, az = 1.03, temperature = 17.83, battery = 12.2208, state = Landed
[Error] AltitudeNegative at t = 237467 ms
t = 237833 ms, altitude = -1.05, az = 1, temperature = 17.83, battery = 12.2207, state = Landed
[Error] AltitudeNegative at t = 237833 ms
t = 238198 ms, altitude = -1, az = 1.02, temperature = 17.83, battery = 12.2206, state = Landed
[Error] AltitudeNegative at t = 238198 ms
t = 238564 ms, altitude = -1.05, az = 1.05, temperature = 17.84, battery = 12.2205, state = Landed
[Error] AltitudeNegative at t = 238564 ms
t = 238929 ms, altitude = -1.08, az = 1.09, temperature = 17.84, battery = 12.2204, state = Landed
[Error] AltitudeNegative at t = 238929 ms
t = 239295 ms, altitude = -1.1, az = 1.03, temperature = 17.84, battery = 12.2202, state = Landed
[Error] AltitudeNegative at t = 239295 ms
t = 239664 ms, altitude = -1.12, az = 1.1, temperature = 17.84, battery = 12.2201, state = Landed
[Error] AltitudeNegative at t = 239664 ms
t = 240030 ms, altitude = -1.07, az = 0.84, temperature = 17.85, battery = 12.22, state = Landed
[Error] AltitudeNegative at t = 240030 ms
t = 240395 ms, altitude = -1.04, az = 1.05, temperature = 17.85, battery = 12.2199, state = Landed
[Error] AltitudeNegative at t = 240395 ms
t = 240760 ms, altitude = -1.02, az = 0.97, temperature = 17.85, battery = 12.2197, state = Landed
[Error] AltitudeNegative at t = 240760 ms
t = 241126 ms, altitude = -0.99, az = 1.05, temperature = 17.85, battery = 12.2196, state = Landed
[Error] AltitudeNegative at t = 241126 ms
t = 241497 ms, altitude = -0.94, az = 0.96, temperature = 17.83, battery = 12.2195, state = Landed
[Error] AltitudeNegative at t = 241497 ms
t = 241862 ms, altitude = -0.92, az = 1.02, temperature = 17.83, battery = 12.2194, state = Landed
[Error] AltitudeNegative at t = 241862 ms
t = 242228 ms, altitude = -0.87, az = 1.02, temperature = 17.84, battery = 12.2193, state = Landed
[Error] AltitudeNegative at t = 242228 ms
t = 242594 ms, altitude = -0.81, az = 0.9, temperature = 17.84, battery = 12.2191, state = Landed
[Error] AltitudeNegative at t = 242594 ms
t = 242960 ms, altitude = -0.72, az = 0.96, temperature = 17.83, battery = 12.219, state = Landed
[Error] AltitudeNegative at t = 242960 ms
t = 243329 ms, altitude = -0.7, az = 1.04, temperature = 17.83, battery = 12.2189, state = Landed
[Error] AltitudeNegative at t = 243329 ms
t = 243695 ms, altitude = -0.7, az = 1, temperature = 17.82, battery = 12.2188, state = Landed
[Error] AltitudeNegative at t = 243695 ms
t = 244061 ms, altitude = -0.68, az = 1, temperature = 17.81, battery = 12.2186, state = Landed
[Error] AltitudeNegative at t = 244061 ms
t = 244425 ms, altitude = -0.68, az = 1.02, temperature = 17.82, battery = 12.2185, state = Landed
[Error] AltitudeNegative at t = 244425 ms
t = 244792 ms, altitude = -0.66, az = 1.06, temperature = 17.83, battery = 12.2184, state = Landed
[Error] AltitudeNegative at t = 244792 ms
t = 245160 ms, altitude = -0.67, az = 0.98, temperature = 17.82, battery = 12.2183, state = Landed
[Error] AltitudeNegative at t = 245160 ms
t = 245525 ms, altitude = -0.66, az = 0.97, temperature = 17.82, battery = 12.2182, state = Landed
[Error] AltitudeNegative at t = 245525 ms
t = 245891 ms, altitude = -0.63, az = 1.01, temperature = 17.82, battery = 12.218, state = Landed
[Error] AltitudeNegative at t = 245891 ms
t = 246256 ms, altitude = -0.61, az = 0.99, temperature = 17.83, battery = 12.2179, state = Landed
[Error] AltitudeNegative at t = 246256 ms
t = 246621 ms, altitude = -0.6, az = 1.01, temperature = 17.82, battery = 12.2178, state = Landed
[Error] AltitudeNegative at t = 246621 ms
t = 246986 ms, altitude = -0.6, az = 0.91, temperature = 17.82, battery = 12.2177, state = Landed
[Error] AltitudeNegative at t = 246986 ms
t = 247355 ms, altitude = -0.61, az = 0.97, temperature = 17.83, battery = 12.2175, state = Landed
[Error] AltitudeNegative at t = 247355 ms
t = 247721 ms, altitude = -0.6, az = 1.03, temperature = 17.82, battery = 12.2174, state = Landed
[Error] AltitudeNegative at t = 247721 ms
t = 248087 ms, altitude = -0.6, az = 1.01, temperature = 17.82, battery = 12.2173, state = Landed
[Error] AltitudeNegative at t = 248087 ms
t = 248452 ms, altitude = -0.58, az = 1, temperature = 17.82, battery = 12.2172, state = Landed
[Error] AltitudeNegative at t = 248452 ms
t = 248818 ms, altitude = -0.54, az = 0.94, temperature = 17.81, battery = 12.2171, state = Landed
[Error] AltitudeNegative at t = 248818 ms
t = 249197 ms, altitude = -0.57, az = 0.7, temperature = 17.82, battery = 12.2169, state = Landed
[Error] AltitudeNegative at t = 249197 ms
t = 249562 ms, altitude = -0.6, az = 0.86, temperature = 17.81, battery = 12.2168, state = Landed
[Error] AltitudeNegative at t = 249562 ms
t = 249928 ms, altitude = -0.62, az = 0.94, temperature = 17.82, battery = 12.2167, state = Landed
[Error] AltitudeNegative at t = 249928 ms
t = 250296 ms, altitude = -0.66, az = 0.99, temperature = 17.82, battery = 12.2166, state = Landed
[Error] AltitudeNegative at t = 250296 ms
t = 250660 ms, altitude = -0.69, az = 0.92, temperature = 17.83, battery = 12.2164, state = Landed
[Error] AltitudeNegative at t = 250660 ms
t = 251030 ms, altitude = -0.69, az = 0.9, temperature = 17.83, battery = 12.2163, state = Landed
[Error] AltitudeNegative at t = 251030 ms
t = 251396 ms, altitude = -0.71, az = 0.87, temperature = 17.83, battery = 12.2162, state = Landed
[Error] AltitudeNegative at t = 251396 ms
